WSppCode,Genus,Species,Family,CommonName,USDACode,ZSppCode,ClonalityButler,USDACuttings,USDATuber,USDABareRoot,UDSASprigs,ClonalityOther,ClonalityOtherSource,ClonalityCitation,ClonalCongener,ClonalGrowthOrgans,ClonalityCat,ClonalityCatFinal,ClonalityNotes,ClonalityDone?,USDAGroup,USDAHabit,USDADuration,USDANativeStatus,USDANotes,Kew1000seeds_g,PollMode1,PollMode2,Self-Compat?,PollModeSource,PollModeCongener,PollModeCite,PollModeNotes,PollDone?,DispMode1,DispMode2,DustLikeWindDisp?,DispModeSource,DispMode1Congener,DispModeCite,DispersalDone?,DispersalNotes,FlowerColor1,FlowerColor2,FlowerColor3,FlowerColorSource,FlowerColorNotes,
TAROFF,Taraxacum,officinale,Asteraceae,common dandelion,TAOF,,,0,0,0,0,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/dandelion.htm,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,NI,,0.6,Bee,Fly,0,Study of Northern Virginia Ecology,,http://www.fcps.edu/islandcreekes/ecology/common_dandelion.htm,Butterflies also pollinate,1,Wind,,0,Kew,,"Rutledge and McLendon, 2007",1,,,,,,,
TEUCAN,Teucrium,canadense,Lamiaceae,Canada germander,TECA3,,,0,0,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/germander.htm;http://www.friendsofeloisebutler.org/pages/plants/americangermander.html,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,1.47,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/germander.htm,,1,Unassisted,,0,Friend sof Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/americangermander.html,1,,,,,,,
TEPVIR,Tephrosia,virginiana,Fabaceae,Virginia tephrosia,TEVI,,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/goat_rue.htm,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,Also USDA listed as subshrub,10.21,Bee,,0,illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/goat_rue.htm,,1,Ballistic,,0,Kew,Tephrosia spp.,"van Rheede van Oudtshoorn and van Rooyen, 1999",1,,,,,,,
THLARV,Thlaspi,arvense,Brassicaceae,field pennycress,THAR5,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,,1,Wind,,0,GCB Bioenergy,,"(Klein and Groeneveld, 2014)",,1,Wind,,0,Kew,,"Rutledge and McLendon, 2007",1,,,,,,,
THADAS,Thalictrum,dasycarpum,Ranunculaceae,purple meadow-rue,THDA,,0,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/pp_mdrue.html,,Rhizome/tuber,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,1.91,Bee,,0,Torrey Botanical Society,,"(Macior, 1978)",,1,Unassisted,,0,Field Knowledge,,"LL, Field Knowledge",1,,,,,,,
THEPAL,Thelypteris,palustris,Thelypteridaceae,eastern marsh fern,THPA,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/grasses/plants/marsh_fern.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Fern,Forb_herb,Perennial,N,,,Wind,Water,0,Field Experience,,"SE team, field experience",Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,American Fern Society,Thelypteris spp.,"(Ranal, 2004)",1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
THATRI,Thaspium,trifoliatum,Apiaceae,purple meadowparsnip,THTR,,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/pp_mdwparsnip.html,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,,Bee,Fly,0,American Journal of Botany,Thaspium Genus,"(Lindsey,1984)",,1,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/pp_mdwparsnip.html,1,,,,,,,
CONMAC,Conium,maculatum,Apiaceae,poison hemlock,COMA2,,,,,,,0,Montana State University,http://store.msuextension.org/publications/AgandNaturalResources/MT200013AG.pdf,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Biennial,I,,3.2,Bee,Fly,0,Book,,Knuth 1908,also beetles,1,Wind,Adhesive,0,California Invasive Plant Council,,http://www.cal-ipc.org/ip/management/ipcw/pages/detailreport.cfm@usernumber=32&surveynumber=182.php,1,,white,,,Voss&Reznicek2011,,
CORPAL,Coreopsis,palmata,Asteraceae,stiff tickseed,COPA10,CORPAL,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/pr_coreopsisx.htm,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,2.13,Bee,Fly,0,primary paper,,Parrish 1979,,1,Unassisted,,0,Eloise Butler Wildflower Garden,,http://friendsofthewildflowergarden.org/pages/plants/stiffcoreopsis.html,1,,yellow,,,Voss&Reznicek2011,,
CORRAC,Cornus,racemosa,Cornaceae,gray dogwood,CORA6,,,0,0,1,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/tree/corrac/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Shrub,Perennial,N,,38.64,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/gr_dogwood.htm,,1,Bird,,0,Kew,,"Willson and Hoppes, 1986",1,,,,,,,
COMUMB,Comandra,umbellata,Santalaceae,bastard toadflax,COUM,COMUMB,1,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,extensive system of deep-set rhiz,1,Dicot,Forb_herb,Perennial,N,,112.52,Bee,Fly,0,National Park Service,,http://www.nps.gov/arch/naturescience/santalaceae_comandra_umbellata.htm,"also butterflies, moths and beetles",1,MammalBird,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/toadflaxx.htm,1,,white,,,Chadde2013,"white (rarely pinkish), bright green at their base",
CRASPP,Crataegus,L.,Rosaceae,hawthorn,CRATA,,,,,,,0,Field Knowledge,"WIMO Team, Field Knowledge",,,PerNoClon,NonClonal,,1,Dicot,,,NI,,,Fly,Bee,0,primary paper,Crataegus monogyna,Garcia 2006,,1,Bird,,0,The Plant Encyclopedia,,http://theplantencyclopedia.org/wiki/Crataegus,1,,,,,,,
TORJAP,Torilis,japonica,Apiaceae,erect hedgeparsley,TOJA,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,,1.7,Fly,,0,Journal of Applied Ecology,Torilis arvensis,(Nelson et al. 2006),,1,Adhesive,,0,Kew,Torilis nodosa,Bouman et al. 2000,1,,,,,,,
TOXRAD,Toxicodendron,radicans,Anacardiaceae,eastern poison ivy,TORA2,,1,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/toxspp/all.html#BotanicalAndEcologicalCharacteristics,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,"also USDA listed as shrub, subshrub, and vine",14.9,Bee,,0,USDA-Forest Service,,http://www.fs.fed.us/global/iitf/pdf/shrubs/Toxicodendron%20radicans.pdf,,1,MammalBird,,0,Kew,,"Vazquez and Givnish, 1998",1,,,,,,,
TRIBRA,Trichostema,brachiatum,Lamiaceae,fluxweed,TRBR5,TRIBRA,,,,,,0,Kansas Native Plants,http://www.kansasnativeplants.com/guide/plant_detail.php?plnt_id=604,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,2.05,Bee,Bird,0,American Journal of Botany,Trichostema Spp.,"(Spira, 1980)",There is a small possibility it is pollinated by a hummingbird. See word doc,1,Unassisted,,0,Kew,Trichostema lanatum,"Keeley, 1991",1,,,,,,,
TRADUB,Tragopogon,dubius,Asteraceae,yellow salsify,TRDU,,,0,0,0,0,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/tradub/all.html,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,AB,I,,10,Bee,Fly,0,USDA- Forest Service,,http://www.fs.fed.us/database/feis/plants/forb/tradub/all.html,,1,Wind,,0,Kew,,McIntyre et al. 1995,1,,,,,,,
TRIFLA,Tridens,flavus,Poaceae,purpletop tridens,TRFLF,TRIFLA,,0,0,0,0,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"sometimes w short rhiz, forming tufts or small clumps",1,Monocot,Graminoid,Perennial,N,,1.04,Wind,,0,,,,,1,MammalBird,,0,Forest Plants of the Southeast,,Miller et al. 1999,1,Disp Information entered prior to Summer 2014 Tech team,,,,,,
TRAOHI,Tradescantia,ohiensis,Commelinaceae,bluejacket,TROH,,0,,,,,1,Friends of Eloise Butler,http://www.friendsofeloisebutler.org/pages/plants/spiderwort_ohioensis.html; http://www.illinoiswildflowers.info/prairie/plantx/oh_spiderwortx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,3.65,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/oh_spiderwortx.htm,,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/oh_spiderwortx.htm,1,,,,,,,
TRIPER,Triodanis,perfoliata,Campanulaceae,clasping Venus' looking-glass,TRPE4,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,0.03,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/venusx.htm,,1,Wind,,1,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/venusx.htm,1,,,,,,,
TRIPEF,Triosteum,perfoliatum,Caprifoliaceae,feverwort,TRPE5,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,48.3,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/lt_horsegent.htm,,1,MammalBird,,0,Minnesota Wildflowers,,https://www.minnesotawildflowers.info/flower/late-horse-gentian,1,,,,,,,
TRIPRA,Trifolium,pratense,Fabaceae,red clover,TRPR2,,,0,0,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/red_clover.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,BP,I,,1.4,Bee,,0,New Zealand Journal of Agricultural Research Vol. 9 No. 3,,Forster et al. 1966,,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/red_clover.htm,1,,,,,,,
TRARAM,Tragia,ramosa,Euphorbiaceae,branched noseburn,TRRA5,TRARAM,,,,,,0,Kansas Native Plants,http://www.kansasnativeplants.com/guide/plant_detail.php?plnt_id=774,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,"Also USDA listed as shrub, subshrub, and vine",10.92,Fly,Ant,0,,,,,1,Ballistic,,0,Kew,Traiga urens,"Stamp and Lucas, 1990",1,,,,,,,
TRIREP,Trifolium,repens,Fabaceae,white clover,TRRE3,,,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/trirep/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,,0.7,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/white_clover.htm,,1,Adhesive,Unassisted,0,Kew,,"Rutledge and McLendon, 2007",1,,,,,,,
TYPLAT,Typha,latifolia,Typhaceae,broadleaf cattail,TYLA,,,0,0,1,1,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/typlat/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Monocot,Forb_herb,Perennial,N,,0.1,Wind,,0,Canadian Journal of Plant Science,,"(Grace and Harrison, 1985)",,1,Wind,Water,0,Kew,,Bouman et al. 2000,1,,,,,,,
ULMSPP,Ulmus,L.,Ulmaceae,elm,ULMUS,,,,,,,,,,,,,,Do not need to do because specific species are listed.,1,Dicot,Tree,Perennial,I,,,Wind,,0,Grana and Federal Site,Ulmus pumila,"(Latore and Bianchi, 1998) and http://www.na.fs.fed.us/pubs/silvics_manual/volume_2/Ulmus/americana.htm",,1,,,0,,,,1,Do not need to do because specific species are listed,,,,,,
URTDIO,Urtica,dioica,Urticaceae,stinging nettle,URDI,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/urtdio/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,,0.2,Wind,Beetles,0,Journal of Ecology,,"(Taylor, 1992) (Greig-Smith, 1948)",,1,MammalBird,,0,Oecologia 154,,Eycott et al. 2007,1,,,,,,,
VALEDU,Valeriana,edulis,Valerianaceae,tobacco root,VAED,,,,,,,0,Minnesota DNR,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PDVAL03073,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,USDAHabit is also subshrub,,Fly,Bee,0,Acta Oecologica; Illinois Wildflowers,"Valeriana dioica, Valeriana officinalis",(Jong et al. 2005); http://www.illinoiswildflowers.info/weeds/plants/valerian.html,,1,Wind,Adhesive,0,Minnestoa DNR,,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PDVAL03073,1,,,,,,,
VALSPP,Valerianella,,Valerianaceae,cornsalad,VALER2,VALSPP,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,NI,,,,,1,,,,Only self pollinated,1,Wind,MammalBird,0,Chicago Journels,,(Jacobs et al. 2010),0,Need Confirmation.,,,,,,
VERARK,Vernonia,arkansana,Asteraceae,Arkansas ironweed,VEAR3,VERARK,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"Generic description: ?pl with a stout, often short-rhiz rootstock.? -Y",1,Dicot,Forb_herb,Perennial,N,,1.38,Bee,,0,illinois Wildlfowers,,http://www.illinoiswildflowers.info/prairie/plantx/great_ironweed.htm,,1,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/great_ironweed.htm,1,,,,,,,
VERFAS,Vernonia,fasciculata,Asteraceae,prairie ironweed,VEFA2,,,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/ironweed.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,1.5,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/sm_ironweedx.htm,,1,Wind,,0,Kew,Vernonia cinerea,"Mori and Brown, 1994",1,,,,,,,
VERHAS,Verbena,hastata,Verbenaceae,swamp verbena,VEHA2,,,,,,,1,Illinois Wildflowers,"http://www.illinoiswildflowers.info/wetland/plants/bl_vervain.htm ;http://www.friendsofeloisebutler.org/pages/plants/swampvervain.html;(Kimmerer, 1984)",,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,BP,N,,0.23,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/wetland/plants/bl_vervain.htm,,1,Unassisted,,0,Friends oF Eloise Butler,,http://www.friendsofthewildflowergarden.org/pages/plants/swampvervain.html,1,,,,,,,
VERHEL,Verbesina,helianthoides,Asteraceae,gravelweed,VEHE,VERHEL,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"usually with short, more or less stout rhiz -Y",1,Dicot,Forb_herb,Perennial,N,,3.55,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/crownbeardx.htm,,1,Adhesive,,0,Kew,Verbesina sphaerocephala,"Vazquez and Givnish, 1998",1,,,,,,,
VERSIM,Verbena,simplex,Verbenaceae,narrowleaf vervain,VESI,VERSIM,,,,,,0,WI DNR,http://dnr.wi.gov/topic/EndangeredResources/Plants.asp?mode=detail&SpecCode=PDVER0N0W0; http://www.kansasnativeplants.com/guide/plant_detail.php?plnt_id=622,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,0.83,Bee,Fly,0,New England Plant Conservation Program,"b.	Pollination study on V.  bracteata, V. halei, V. Sticta, and V. urticifolia","(Elliman, 2001)",Butterflies also pollinate,1,Unassisted,,0,Kew,Verbena carolina,"Vazquez and Givnish, 1998",1,,,,,,,
VERSTR,Verbena,stricta,Verbenaceae,hoary verbena,VEST,,0,,,,,0,Friends of Eloise Butler,"http://www.friendsofeloisebutler.org/pages/plants/hoaryvervain.html;	http://www.illinoiswildflowers.info/prairie/plantx/hry_vervainx.ht; 	http://www.co.becker.mn.us/dept/soil_water/PDFs/flowers_grasses/Hoary%20Vervain.pdf",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,AP,N,,1,Bee,Fly,0,Bulletin of the Torrey Botanical Club,,(Perkin et al. 1975),,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/hry_vervainx.htm,1,,,,,,,
VERTHA,Verbascum,thapsus,Scrophulariaceae,common mullein,VETH,VERTHA,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Biennial,I,,0.09,Bee,,0,International Journal of Plant Sciences,,"(Carromero and Hamrick, 2005)",,1,Unassisted,,0,Canadian Journal of Plant Science Vol. 58 No. 2,,"Gross and Werner, 1978",1,,,,,,,
VERVIR,Veronicastrum,virginicum,Scrophulariaceae,Culver's root,VEVI4,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/culverx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.07,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/culverx.htm,,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/culversroot.html,1,,,,,,,
VIOSOR,Viola,sororia,Violaceae, common blue violet,VISO,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/cm_violet.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,AP,N,,1.64,Bee,,0,Illinois wildflowers,V. pubescens,http://www.illinoiswildflowers.info/woodland/plants/hry_ylviolet.html,,1,Ballistic,,0,Friends of Eloise Butler,,http://www.friendsofthewildflowergarden.org/pages/plants/blueviolet.html,1,,,,,,,
VICAME,Vicia,americana,Fabaceae,American vetch,VIAM,,1,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/vicame/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,16.8,Bee,,0,Field Crops Research,Vicia faba,"(Duc,1997)",,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofthewildflowergarden.org/pages/plants/americanvetch.html,1,,,,,,,
VIOPED,Viola,pedata,Violaceae,birdfoot violet,VIPE,VIOPED,1,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"?short, erect rhiz? -Y",1,Dicot,Forb_herb,Perennial,N,,0.92,Bee,Butterfly,0,US Forest service,,http://www.fs.fed.us/wildflowers/plant-of-the-week/viola_pedata.shtml,Also Skippers,1,Ballistic,Ant,0,USDA,,http://www.fs.fed.us/wildflowers/plant-of-the-week/viola_pedata.shtml,1,,,,,,,
VIOPTF,Viola,pedatifida,Violaceae,prairie violet,VIPE2,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/pr_violetx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,1.07,Bee,Fly,0,New Phytologist,"V. hirta, V. riviniana and V. reichenbachiana","(Beatie, 1970)",,1,Ballistic,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/pr_violetx.htm,1,,,,,,,
VICSAT,Vicia,sativa,Fabaceae,garden vetch,VISA,,,0,0,0,0,0,Queensland Government,http://keyserver.lucidcentral.org/weeds/data/03030800-0b07-490a-8d04-0605030c0f01/media/Html/Vicia_sativa_subsp._sativa.htm,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,also USDA listed as vine,34.9,Bee,,0,Field Crops Research,Vicia faba,"(Duc, 1997)",,1,Ballistic,,0,Kew,,Garrison et al. 2000,1,,,,,,,
VIOSAG,Viola,sagittata,Violaceae,arrowleaf violet,VISA2,,,,,,,1,Illinois Wildflowers,"http://www.illinoiswildflowers.info/prairie/plantx/arrow_violet.html; (Gil-ad,1997)",,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.53,Bee,Fly,0,New Phytologist,"V. hirta, V. riviniana and V. reichenbachiana","(Beatie, 1970)",,1,Ballistic,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/arrow_violet.html,1,,,,,,,
VICVIL,Vicia,villosa,Fabaceae,winter vetch,VIVI,,,0,0,0,0,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,ABP,I,,27.7,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/hairy_vetch.htm,,1,Ballistic,MammalBird,0,University of Michigan,,http://climbers.lsa.umich.edu/?p=329,1,,,,,,,
VITSPP,Vitis,spp,Vitaceae,grape,VITIS,,,,,,,,,,,,,,Do not need to do because specific species are listed.,1,Dicot,,,NI,,35.1,,,0,,,,Do not need to do because specific species are listed.,1,MammalBird,,0,Kew,,"Stiles and White, 1986",1,,,,,,,
ZIZAPT,Zizia,aptera,Apiaceae,meadow zizia,ZIAP,ZIZAPT,1,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,?slightly to moderately tuberous-thickened roots.? -Y,1,Dicot,Forb_herb,Perennial,N,,1.53,Bee,Fly,0,New England Plant Conservation program,,"(Farnsworth, 2003)",,1,Unassisted,,0,New England Wildflower Society,,"Farnsworth, Elizabeth J. 2003. Zizia aptera (Gray) Fern. (Heart-leaved Golden Alexanders) Conservation and Research Plan for New England. New England Wild Flower Society, Framingham, Massachusets, USA.",1,,,,,,,
ZIZAUR,Zizia,aurea,Apiaceae,golden zizia,ZIAU,,0,,,,,0,The American Midland Naturalist vol. 141 no. 2,"Howe, 1999",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,2.35,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/gld_alexanderx.htm,,1,Unassisted,,0,Friends of eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/goldenalexander.html,1,,,,,,,
ZIGELE,Zigadenus,elegans,Liliaceae,mountain deathcamas,ZIEL2,,,,,,,0,University of Washington,http://courses.washington.edu/esrm412/protocols/ZIEL2.pdf,,,PerNoClon,NonClonal,,1,Monocot,Forb_herb,Perennial,N,,,Bee,Fly,0,Evolution,Zigadenus paniculatus,(Snow et al. 1997),,1,Unassisted,,0,Kew,Z. fremontii,"Keeley, 1991",1,,,,,,,
CRONOD,Croton,L.,Euphorbiaceae,croton,CROTO,CRONOD,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,NI,,,Bee,Fly,0,primary paper,Croton sarcopetalus,Freitas 2001,also beetles and butterflies,1,Ant,,0,primary paper,Croton bonplandianum,"Ganeshaiah and Uma Shaanker, 1988",1,,,,,,color not in sources,
CUSSPP,Cuscuta,L.,Cuscutaceae,dodder,CUSCU,CUSSPP,,,,,,0,Purdue University,http://www.ppdl.purdue.edu/PPDL/dodder.html,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,,I,,,Bee,Fly,0,primary paper,Cuscuta epithymum,Meulebrouck 2009,,1,Unassisted,,0,Canadian Journal of Plant Science,Cuscuta spp,"Costea and Tardif, 2006",1,,,,,,yellow or whitish,
CYPCAN,Cypripedium,candidum,Orchidaceae,white lady's slipper,CYCA5,,,,,,,1,Journal of Ecology Vol. 95,"Shefferson and Simms, 2007",,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,,Bee,,0,Minnesota DNR,,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PMORC0Q050,,1,Wind,,1,United Plant Savers,Cypripedium spp.,http://www.unitedplantsavers.org/content.php/363-Lady-Slipper,1,,,,,Chadde2013,"lip pouch yellow or white; pouch white to pink, or pink with white patches, lateral petals green",
CYPPAR,Cypripedium,parviflorum,Orchidaceae,lesser yellow lady's slipper,CYPA19,,,,,,,1,Journal of Ecology Vol. 95,"Shefferson and Simms, 2007",,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,,Bee,,0,primary paper,,Case 2009,,1,Wind,,1,United Plant Savers,Cypripedium spp.,http://www.unitedplantsavers.org/content.php/363-Lady-Slipper,1,,,,,Chadde2013,"lip pouch yellow or white; pouch yellow, sometimes brown- or purple-dotted; sepals red-brown; later petals, brown-purple",
CYPSQU,Cyperus,squarrosus,Cyperaceae,bearded flatsedge,CYSQ,CYPSQU,,,,,,0,,,,,AnnSeed,NonClonal,,1,Monocot,Graminoid,Annual,N,,0.04,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/beard_ftsedge.htm,,1,Unassisted,,0,Kew,Cyperus mutisii,"Vazquez and Givnish, 1988",1,,,,,,,
DAUCAR,Daucus,carota,Apiaceae,Queen Anne's lace,DACA6,,,,,,,0,Canadian Journal of Plant Science Vol. 54,"Dale, 1974",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,I,,1,Fly,Bee,0,primary paper,,Lamborn 2000,also beetles,1,Wind,Adhesive,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/wild_carrot.htm,1,,white,,,Chadde2013,"white or rarely pinkish, the central of the umbellet often purple",
DALCAN,Dalea,candida,Fabaceae,white prairie clover,DACA7,DALCAN,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?knotty, dark brown to black caudex above a stout taproot.? -Y",1,Dicot,Forb_herb,Perennial,N,,1.3,Bee,,0,Eloise Butler Wildflower Garden,,http://www.friendsofthewildflowergarden.org/pages/plants/whiteprairieclover.html,,1,Unassisted,,0,Eloise Butler Wildflower Garden,,http://www.friendsofthewildflowergarden.org/pages/plants/whiteprairieclover.html,1,,white,,,Chadde2013,,
PENFLO,Pentaphylloides,floribunda,Rosaceae,shrubby cinquefoil,DAFRF,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/dasflo/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Adventitous rooting of prostrate stems,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,,Bee,Fly,0,primary paper,,Elkington 1963,also beetles,1,Wind,,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/shrub/dasflo/all.html,1,,,,,,,
